active_cryptocurrencies,upcoming_icos,ongoing_icos,ended_icos,markets,total_market_cap,total_volume,market_cap_percentage,market_cap_change_percentage_24h_usd,updated_at
10198,0,49,3376,840,"{'btc': 41909986.712821946, 'eth': 663902525.6085554, 'ltc': 16802115755.656826, 'bch': 5748031574.06897, 'bnb': 5008084758.229929, 'eos': 1855852258776.2153, 'xrp': 2108942345769.84, 'xlm': 9176534321456.865, 'link': 182837488337.61768, 'dot': 239066403133.914, 'yfi': 190610139.4507226, 'usd': 1094547799994.3325, 'aed': 4020328796769.1846, 'ars': 383109461672376.44, 'aud': 1703284937152.38, 'bdt': 119593174571738.25, 'bhd': 412637953311.06354, 'bmd': 1094547799994.3325, 'brl': 5362189672172.224, 'cad': 1488472269568.8928, 'chf': 967152287005.1923, 'clp': 928198425351192.8, 'cny': 7979910190638.671, 'czk': 24483928792595.227, 'dkk': 7548986721780.911, 'eur': 1012953639695.956, 'gbp': 869167273401.8995, 'hkd': 8587469594363.933, 'huf': 388837153691400.5, 'idr': 1.6685779209623616e+16, 'ils': 4163200121102.4443, 'inr': 90458802232133.95, 'jpy': 160323889004169.97, 'krw': 1450037670147593.5, 'kwd': 337645010794.45184, 'lkr': 354334803710857.94, 'mmk': 2298816764464374.5, 'mxn': 18313481242995.16, 'myr': 5094572735073.624, 'ngn': 847617816315611.6, 'nok': 11738144043960.22, 'nzd': 1851556760330.8125, 'php': 62108469805335.12, 'pkr': 332241353084329.06, 'pln': 4531397244638.124, 'rub': 104638781719484.2, 'sar': 4105946514780.341, 'sek': 12037305848654.69, 'sgd': 1483657353796.7188, 'thb': 38539028037800.47, 'try': 29065826283629.49, 'twd': 34925379570666.96, 'uah': 40427390062453.86, 'vef': 109597071213.43256, 'vnd': 2.6355599659431156e+16, 'zar': 20328423342526.727, 'xdr': 825063564348.9296, 'xag': 45088024944.02871, 'xau': 569515111.2930509, 'bits': 41909986712821.945, 'sats': 4190998671282194.5}","{'btc': 1041400.4718936117, 'eth': 16496984.554008145, 'ltc': 417507440.3304177, 'bch': 142829985.48084596, 'bnb': 124443414.0779206, 'eos': 46115152249.93115, 'xrp': 52404062285.45068, 'xlm': 228023149665.88626, 'link': 4543238057.777399, 'dot': 5940442471.230811, 'yfi': 4736376.809944444, 'usd': 27197875371.205563, 'aed': 99899156132.20663, 'ars': 9519696985502.965, 'aud': 42324082550.40301, 'bdt': 2971711475063.7744, 'bhd': 10253435827.692274, 'bmd': 27197875371.205563, 'brl': 133242391443.53577, 'cad': 36986309123.67633, 'chf': 24032287458.87558, 'clp': 23064342272289.715, 'cny': 198288830181.31104, 'czk': 608389002199.7437, 'dkk': 187581026647.66763, 'eur': 25170382553.7837, 'gbp': 21597506457.769886, 'hkd': 213385772446.60925, 'huf': 9662021563469.201, 'idr': 414616651202575.0, 'ils': 103449294804.41008, 'inr': 2247765907848.748, 'jpy': 3983808794997.338, 'krw': 36031266826749.586, 'kwd': 8389973396.634126, 'lkr': 8804689782445.684, 'mmk': 57122157535252.29, 'mxn': 455062611667.0941, 'myr': 126592510915.27637, 'ngn': 21062034687461.6, 'nok': 291675319066.50586, 'nzd': 46008415539.688, 'php': 1543302559532.3796, 'pkr': 8255700586484.276, 'pln': 112598442496.28032, 'rub': 2600117184663.886, 'sar': 102026628339.49307, 'sek': 299109042362.96423, 'sgd': 36866665669.91843, 'thb': 957637191820.1484, 'try': 722242300269.9006, 'twd': 867843433479.9882, 'uah': 1004560163117.0677, 'vef': 2723323260.918814, 'vnd': 654897223195102.1, 'zar': 505130908459.1927, 'xdr': 20501595267.56257, 'xag': 1120369967.5499327, 'xau': 14151598.513145672, 'bits': 1041400471893.6117, 'sats': 104140047189361.17}","{'btc': 46.45643801658229, 'eth': 18.123773126626496, 'usdt': 7.562936789465331, 'bnb': 3.072476731002584, 'xrp': 2.5106868828732103, 'usdc': 2.373347438222159, 'steth': 1.2650146092445362, 'ada': 0.8497123896153878, 'doge': 0.8134304804796615, 'sol': 0.764682189731086}",-0.07968697730542308,1693240613
